Vtrue_ktas,AMprs_inHG,AMtmp_degC,curnt___lb,alpha__deg
243.43385,17.74998,-10.77657,38151.35938,0.75836
243.30161,17.74997,-10.7766,38150.8125,0.76268
243.17165,17.74996,-10.77662,38150.26172,0.76687
243.04059,17.74995,-10.77664,38149.71484,0.77104
242.91179,17.74995,-10.77667,38149.16406,0.77549
242.78476,17.74994,-10.7767,38148.60547,0.77949
242.65933,17.74993,-10.77673,38148.05859,0.78348
242.53479,17.74992,-10.77675,38147.50781,0.78767
242.41016,17.74991,-10.77678,38146.96094,0.79155
242.28748,17.7499,-10.77681,38146.41406,0.79562
242.16411,17.74988,-10.77684,38145.86719,0.79952
242.04248,17.74988,-10.77687,38145.32031,0.80367
241.92268,17.74987,-10.7769,38144.77344,0.8077
241.80301,17.74986,-10.77692,38144.22266,0.81159
241.68684,17.74985,-10.77695,38143.67578,0.81543
241.57172,17.74984,-10.77698,38143.125,0.81916
241.45683,17.74983,-10.777,38142.57812,0.82288
241.34157,17.74982,-10.77704,38142.03125,0.82655
241.22704,17.74981,-10.77706,38141.48438,0.83082
241.1162,17.7498,-10.7771,38140.94531,0.83475
241.00436,17.74978,-10.77714,38140.39844,0.8383
240.89395,17.74976,-10.7772,38139.85156,0.84175
240.78404,17.74974,-10.77725,38139.30078,0.8451
240.67514,17.74972,-10.77731,38138.75391,0.8484
240.56897,17.7497,-10.77736,38138.20312,0.852
240.46172,17.74969,-10.77741,38137.65625,0.85548
240.35732,17.74967,-10.77745,38137.10938,0.85908
240.25346,17.74966,-10.77749,38136.55859,0.86266
240.15097,17.74965,-10.77753,38136.01172,0.86605
240.04742,17.74963,-10.77756,38135.47266,0.86952
239.94562,17.74962,-10.7776,38134.92188,0.87297
239.84274,17.74961,-10.77763,38134.375,0.87627
239.74323,17.7496,-10.77765,38133.82422,0.87995
239.64511,17.7496,-10.77768,38133.28125,0.88322
239.54872,17.74959,-10.7777,38132.73047,0.88646
239.45151,17.74957,-10.77773,38132.18359,0.88976
239.35672,17.74957,-10.77776,38131.625,0.89282
239.25981,17.74956,-10.77779,38131.07812,0.89605
239.16508,17.74955,-10.77781,38130.53516,0.89931
239.07263,17.74954,-10.77784,38129.99609,0.90257
238.98038,17.74953,-10.77786,38129.44922,0.90556
238.88789,17.74952,-10.77789,38128.89453,0.90868
238.79689,17.74951,-10.77791,38128.34375,0.91162
238.7065,17.7495,-10.77794,38127.79688,0.91492
238.61758,17.7495,-10.77796,38127.25,0.91805
238.38235,17.74949,-10.77798,38126.74609,0.93034
238.04416,17.7495,-10.77795,38126.30469,0.93727
237.71227,17.74959,-10.77769,38125.86328,0.95265
237.39117,17.74975,-10.77722,38125.42188,0.97052
237.07588,17.74997,-10.77661,38124.97656,0.98819
236.76054,17.75019,-10.77597,38124.54297,1.00402
236.44566,17.75039,-10.77538,38124.10156,1.01777
236.13051,17.75057,-10.77487,38123.66406,1.02988
235.81599,17.75072,-10.77446,38123.21875,1.04095
235.50201,17.75083,-10.77414,38122.78125,1.05128
235.19136,17.75092,-10.77389,38122.33594,1.06143
234.88304,17.75098,-10.77371,38121.89844,1.07143
234.57468,17.75103,-10.77357,38121.45312,1.08173
234.26921,17.75106,-10.77346,38121.01562,1.09201
233.96611,17.7511,-10.77337,38120.57031,1.10284
233.66586,17.75113,-10.77329,38120.13281,1.11371
233.36337,17.75115,-10.77322,38119.6875,1.1247
233.06259,17.75117,-10.77314,38119.25,1.13592
232.76562,17.7512,-10.77308,38118.80078,1.1473
232.47273,17.75122,-10.77302,38118.37109,1.15812
232.17888,17.75123,-10.77297,38117.93359,1.16927
231.88509,17.75125,-10.77294,38117.48828,1.18046
231.59721,17.75126,-10.7729,38117.05078,1.19116
231.31104,17.75127,-10.77288,38116.60938,1.20207
231.02798,17.75127,-10.77286,38116.17188,1.21273
230.74681,17.75128,-10.77286,38115.74219,1.22333
230.46631,17.75128,-10.77286,38115.30078,1.2342
230.19167,17.75127,-10.77286,38114.85938,1.24453
229.91441,17.75127,-10.77287,38114.41797,1.25516
229.63998,17.75127,-10.77288,38113.98047,1.26572
229.36548,17.75126,-10.7729,38113.53906,1.27639
229.09416,17.75126,-10.77291,38113.10156,1.2869
228.82852,17.75125,-10.77293,38112.66016,1.29763
228.56425,17.75124,-10.77295,38112.21875,1.3078
228.3022,17.75124,-10.77297,38111.77734,1.31822
228.03731,17.75123,-10.773,38111.33984,1.32847
227.77925,17.75122,-10.77302,38110.89453,1.33874
227.52432,17.75121,-10.77305,38110.45703,1.34875
227.27019,17.7512,-10.77308,38110.01953,1.35906
227.01933,17.75119,-10.77311,38109.57422,1.36895
226.76801,17.75117,-10.77315,38109.35938,1.37899
226.5195,17.75116,-10.77319,38108.91406,1.38876
226.27142,17.75115,-10.77323,38108.47656,1.39885
226.02461,17.75113,-10.77327,38108.02734,1.40899
225.7653,17.75112,-10.7733,38107.58594,1.42015
225.48485,17.75111,-10.77333,38107.16016,1.43141
225.19516,17.75112,-10.77332,38106.73438,1.44342
224.90672,17.75113,-10.77326,38106.30469,1.45676
224.52058,17.75116,-10.77318,38105.90234,1.47373
224.12584,17.75122,-10.77301,38105.50781,1.49202
223.73798,17.75132,-10.77272,38105.10938,1.51229
223.35262,17.75145,-10.77236,38104.71875,1.5326
222.96924,17.75159,-10.77197,38104.32031,1.55223
222.56454,17.75172,-10.77159,38103.9375,1.57164
222.15681,17.75184,-10.77125,38103.55078,1.58989
221.75348,17.75195,-10.77094,38103.16797,1.60801
221.34883,17.75204,-10.77066,38102.78516,1.62591
220.94824,17.75213,-10.77042,38102.39453,1.64351
220.54753,17.75219,-10.77023,38102.01172,1.66072
220.14772,17.75225,-10.77006,38101.62891,1.67801
219.74937,17.7523,-10.76993,38101.24219,1.69539
219.35561,17.75234,-10.76982,38100.85938,1.71256
218.96439,17.75237,-10.76973,38100.47656,1.72981
218.57527,17.7524,-10.76965,38100.08984,1.74709
218.1864,17.75242,-10.76958,38099.70703,1.76452
217.80208,17.75244,-10.76953,38099.32031,1.78201
217.41891,17.75245,-10.76948,38098.9375,1.79948
217.03816,17.75247,-10.76944,38098.55078,1.81703
216.66011,17.75248,-10.76941,38098.16797,1.83428
216.28188,17.75249,-10.76939,38097.78516,1.85186
215.90466,17.75249,-10.76937,38097.40234,1.86948
215.53343,17.7525,-10.76935,38097.01562,1.88693
215.1638,17.7525,-10.76934,38096.62891,1.90429
214.79552,17.7525,-10.76934,38096.24609,1.92171
214.43039,17.7525,-10.76934,38095.86328,1.93904
214.06546,17.7525,-10.76934,38095.48047,1.9565
213.70605,17.7525,-10.76935,38095.09375,1.97347
213.34914,17.7525,-10.76936,38094.71094,1.99093
212.99368,17.75249,-10.76937,38094.32812,2.00812
212.63817,17.75249,-10.76938,38093.94141,2.02556
212.2879,17.75248,-10.7694,38093.55469,2.04265
211.94087,17.75247,-10.76943,38093.17188,2.05971
211.59436,17.75247,-10.76945,38092.78516,2.0766
211.24966,17.75245,-10.76947,38092.40234,2.09393
210.92342,17.75245,-10.7695,38092.01953,2.11018
210.58194,17.75244,-10.76953,38091.63281,2.12737
210.24104,17.75243,-10.76956,38091.25,2.14455
209.90305,17.75242,-10.76958,38090.86328,2.16162
209.56822,17.75241,-10.76961,38090.48047,2.1786
209.23634,17.7524,-10.76964,38090.09766,2.19565
208.90631,17.75239,-10.76967,38089.71484,2.21263
208.57605,17.75238,-10.7697,38089.33203,2.22961
270.09271,17.26298,-12.1785,37954.82812,0.01822
270.51968,17.26308,-12.1782,37953.86719,0.00796
270.94308,17.26318,-12.17791,37952.91406,-0.00219
271.36188,17.26328,-12.17763,37951.95312,-0.01218
271.76666,17.26337,-12.17736,37951.01562,-0.02181
272.16812,17.26346,-12.1771,37950.07422,-0.03145
272.56403,17.26355,-12.17684,37949.11328,-0.04062
272.94882,17.26363,-12.1766,37948.17188,-0.04977
273.32822,17.26372,-12.17635,37947.19922,-0.05842
273.69861,17.2638,-12.17612,37946.25391,-0.06715
274.06357,17.26388,-12.17589,37945.29688,-0.07575
274.41815,17.26395,-12.17567,37944.33984,-0.08386
274.7709,17.26403,-12.17545,37943.39844,-0.09196
275.11667,17.2641,-12.17524,37942.4375,-0.10003
275.45587,17.26418,-12.17503,37941.46875,-0.10776
275.78735,17.26425,-12.17483,37940.50781,-0.11532
276.11465,17.26431,-12.17463,37939.57031,-0.12274
276.43619,17.26438,-12.17443,37938.59375,-0.12993
276.74823,17.26445,-12.17424,37937.63672,-0.13713
277.05774,17.26451,-12.17405,37936.66406,-0.14417
277.36148,17.26458,-12.17387,37935.71484,-0.1509
277.65756,17.26464,-12.17369,37934.75391,-0.15741
277.94873,17.2647,-12.17351,37933.8125,-0.16405
278.23392,17.26476,-12.17334,37932.85547,-0.17039
278.51468,17.26482,-12.17317,37931.88281,-0.17676
278.79044,17.26488,-12.173,37930.91797,-0.18272
279.06076,17.26493,-12.17284,37929.97656,-0.18866
279.32404,17.26499,-12.17268,37929.03516,-0.19457
279.58417,17.26504,-12.17253,37928.07812,-0.20029
279.83878,17.26509,-12.17237,37927.11328,-0.20594
280.08847,17.26515,-12.17222,37926.14453,-0.21144
280.33224,17.2652,-12.17208,37925.65625,-0.21652
280.57434,17.26525,-12.17193,37924.71484,-0.22194
280.81274,17.2653,-12.17179,37923.73438,-0.22704
281.04346,17.26535,-12.17165,37922.76172,-0.2319
281.27124,17.26539,-12.17152,37921.82031,-0.23691
281.49368,17.26544,-12.17139,37920.85938,-0.24189
281.71088,17.26548,-12.17126,37919.89453,-0.24657
281.92838,17.26552,-12.17113,37918.92188,-0.25114
282.13779,17.26557,-12.17101,37917.96094,-0.25569
282.34396,17.26561,-12.17089,37917.02344,-0.26024
282.54477,17.26565,-12.17077,37916.04688,-0.2645
282.74539,17.26569,-12.17065,37915.07812,-0.26872
282.94162,17.26573,-12.17054,37914.11328,-0.27282
283.11649,17.26577,-12.17042,37913.16016,-0.27568
283.27771,17.2658,-12.17032,37912.21484,-0.2802
283.43665,17.26585,-12.1702,37911.26953,-0.28346
283.5918,17.2659,-12.17006,37910.32422,-0.28651
283.72733,17.26595,-12.1699,37909.37891,-0.28736
283.59879,17.26599,-12.16978,37908.53516,-0.28016
283.39816,17.26605,-12.16962,37907.78125,-0.28207
283.20163,17.2662,-12.16919,37907.03516,-0.27683
283.00784,17.26645,-12.16845,37906.28906,-0.26773
282.81287,17.26678,-12.16749,37905.53906,-0.25723
282.62158,17.26715,-12.16645,37904.80469,-0.24752
282.43262,17.26749,-12.16544,37904.0625,-0.23943
282.17249,17.26779,-12.16459,37903.34375,-0.22971
281.88727,17.26802,-12.16391,37902.66016,-0.22603
281.60507,17.26822,-12.16334,37901.96875,-0.22134
281.32773,17.26839,-12.16283,37901.28125,-0.21579
281.05383,17.26855,-12.16237,37900.58984,-0.21001
280.78363,17.2687,-12.16195,37899.90625,-0.20425
280.51712,17.26883,-12.16158,37899.22266,-0.1983
280.25497,17.26894,-12.16124,37898.53906,-0.19255
279.99487,17.26904,-12.16095,37897.85156,-0.1869
279.7384,17.26913,-12.16072,37897.16797,-0.18149
279.48682,17.2692,-12.16052,37896.48047,-0.1763
279.23755,17.26925,-12.16036,37895.79688,-0.17101
278.99289,17.2693,-12.16022,37895.10547,-0.16599
278.75198,17.26933,-12.16012,37894.42188,-0.1608
278.51471,17.26937,-12.16003,37893.73828,-0.15583
278.28137,17.26939,-12.15996,37893.05078,-0.15074
278.05154,17.26941,-12.15991,37892.36719,-0.14569
277.82489,17.26942,-12.15986,37891.68359,-0.14079
277.60254,17.26943,-12.15983,37890.99219,-0.13583
277.38333,17.26944,-12.15981,37890.30859,-0.1309
277.16806,17.26944,-12.1598,37889.62109,-0.1262
276.95581,17.26944,-12.1598,37888.9375,-0.12146
276.74734,17.26944,-12.15981,37888.25391,-0.11676
276.54202,17.26944,-12.15983,37887.56641,-0.11226
276.33948,17.26943,-12.15985,37886.88281,-0.10765
276.1402,17.26942,-12.15988,37886.19531,-0.10312
275.94409,17.26941,-12.15991,37885.51172,-0.09874
275.75232,17.26939,-12.15994,37884.82812,-0.09449
275.56195,17.26938,-12.15998,37884.14844,-0.09019
275.37439,17.26937,-12.16003,37883.45703,-0.086
275.19162,17.26935,-12.16007,37882.76953,-0.08182
275.01233,17.26933,-12.16012,37882.08594,-0.07765
274.83432,17.26932,-12.16017,37881.39453,-0.07359
274.65851,17.2693,-12.16022,37880.71094,-0.06967
274.4877,17.26928,-12.16027,37880.02344,-0.06569
274.31973,17.26926,-12.16033,37879.33594,-0.062
274.15335,17.26924,-12.16039,37878.64844,-0.05812
273.99026,17.26922,-12.16044,37877.96484,-0.05416
273.83124,17.2692,-12.1605,37877.27344,-0.05061
273.67184,17.26918,-12.16056,37876.59375,-0.04717
273.51797,17.26916,-12.16062,37875.90625,-0.0435
273.36624,17.26914,-12.16068,37875.21875,-0.03979
273.21667,17.26912,-12.16074,37874.53125,-0.03638
273.06903,17.2691,-12.1608,37873.84766,-0.03304
272.92584,17.26908,-12.16086,37873.16016,-0.02969
272.78384,17.26906,-12.16092,37872.46875,-0.02637
272.64423,17.26903,-12.16098,37871.78125,-0.02311
272.50626,17.26901,-12.16104,37871.09766,-0.01986
272.37094,17.26899,-12.1611,37870.41016,-0.01692
272.23764,17.26897,-12.16116,37869.72656,-0.01368
272.10669,17.26896,-12.16121,37869.04297,-0.01055
271.97626,17.26894,-12.16127,37868.35156,-0.00756
271.84854,17.26892,-12.16133,37867.66406,-0.00454
271.72278,17.2689,-12.16138,37866.98047,-0.00161
271.59903,17.26888,-12.16143,37866.29688,0.00146
271.47653,17.26886,-12.16148,37865.60547,0.00421
271.35553,17.26884,-12.16153,37864.92188,0.00731
271.23462,17.26883,-12.16158,37864.23828,0.01011
271.11615,17.26881,-12.16164,37863.55469,0.01277
271.0015,17.26879,-12.16168,37862.86719,0.0155
270.88776,17.26878,-12.16172,37862.17969,0.01816
270.77451,17.26876,-12.16177,37861.49219,0.02084
270.66284,17.26875,-12.16181,37860.80859,0.02368
270.55338,17.26873,-12.16186,37860.12109,0.02594
270.44412,17.26872,-12.1619,37859.42969,0.02875
270.33731,17.2687,-12.16194,37858.74609,0.03126
270.23148,17.26869,-12.16198,37858.0625,0.03379
270.12686,17.26868,-12.16202,37857.37891,0.03633
270.02469,17.26866,-12.16205,37856.69141,0.03871
269.923,17.26865,-12.16209,37856.00781,0.04116
269.82211,17.26864,-12.16213,37855.32031,0.04347
269.72278,17.26863,-12.16217,37854.63672,0.04589
269.62421,17.26861,-12.1622,37853.94531,0.04828
269.52438,17.2686,-12.16224,37853.26172,0.05052
269.42844,17.26859,-12.16227,37852.57422,0.05295
269.33206,17.26858,-12.1623,37851.88672,0.05523
269.23782,17.26857,-12.16233,37851.20312,0.0575
269.14493,17.26856,-12.16236,37850.51953,0.05982
269.05142,17.26855,-12.16239,37849.82812,0.06224
268.95844,17.26854,-12.16242,37849.14453,0.06436
268.82721,17.26853,-12.16245,37848.48047,0.06922
268.63919,17.26851,-12.16249,37847.84375,0.07397
268.41473,17.26852,-12.16248,37847.23047,0.07751
268.19183,17.26856,-12.16236,37846.60938,0.0843
267.96637,17.26864,-12.16213,37846,0.09171
267.73608,17.26875,-12.16181,37845.39844,0.10068
267.47733,17.26887,-12.16145,37845.10156,0.10986
267.17548,17.26899,-12.16111,37844.51172,0.1194
266.83585,17.26911,-12.16077,37843.96094,0.12801
266.4921,17.26924,-12.16041,37843.41016,0.13736
266.14725,17.26937,-12.16001,37842.86719,0.14739
265.80466,17.26952,-12.15959,37842.32031,0.15787
265.46811,17.26966,-12.15918,37841.78125,0.16793
265.13269,17.26979,-12.15879,37841.23438,0.17762
264.79822,17.26991,-12.15847,37840.6875,0.18657
264.46771,17.26999,-12.15821,37840.13672,0.19508
264.13879,17.27007,-12.158,37839.59375,0.20323
263.80817,17.27012,-12.15785,37839.04688,0.21118
263.47995,17.27016,-12.15774,37838.5,0.2191
263.16028,17.27019,-12.15766,37837.95312,0.22712
262.83743,17.27021,-12.15759,37837.40625,0.23542
262.52136,17.27023,-12.15753,37836.85547,0.24358
262.20413,17.27024,-12.15749,37836.30859,0.25194
261.54288,17.27024,-12.15748,37835.85156,0.28606
260.58109,17.27023,-12.15753,37835.53906,0.29395
259.62686,17.27037,-12.15712,37835.25781,0.31911
258.72546,17.27073,-12.15607,37834.95703,0.35196
258.03134,17.27129,-12.15447,37834.61328,0.38493
257.39093,17.27191,-12.15266,37834.23438,0.42201
256.75955,17.27246,-12.15107,37833.85938,0.44883
256.13385,17.27286,-12.14993,37833.46875,0.46853
255.50238,17.27308,-12.14929,37833.08203,0.48186
254.8643,17.27316,-12.14906,37832.69531,0.49299
254.2236,17.27314,-12.14912,37832.30859,0.50365
253.59425,17.27307,-12.14932,37831.92188,0.51618
252.96666,17.27299,-12.14954,37831.53516,0.53075
252.35176,17.27294,-12.1497,37831.15234,0.54761
251.73634,17.27291,-12.14979,37830.76172,0.5661
251.125,17.27291,-12.14979,37830.375,0.58592
250.52524,17.27293,-12.14972,37829.99219,0.60617
249.92564,17.27297,-12.14962,37829.60547,0.62609
249.33554,17.273,-12.14951,37829.21875,0.64571
248.74455,17.27304,-12.14941,37828.82812,0.66504
248.16576,17.27306,-12.14934,37828.44141,0.68339
247.58571,17.27308,-12.14929,37828.05469,0.70192
247.00827,17.27308,-12.14927,37827.66797,0.72011
246.43517,17.27308,-12.14928,37827.28516,0.73807
245.86617,17.27308,-12.1493,37826.89453,0.75615
245.3071,17.27306,-12.14933,37826.50781,0.77405
244.74637,17.27305,-12.14937,37826.12109,0.79237
244.19051,17.27304,-12.14941,37825.73828,0.81091
243.66959,17.27303,-12.14944,37825.35156,0.82827
243.12567,17.27301,-12.14948,37824.96094,0.84645
242.58293,17.273,-12.14952,37824.57812,0.86466
242.04489,17.27299,-12.14956,37824.1875,0.88483
241.5099,17.27296,-12.14962,37823.80469,0.9047
240.98064,17.27292,-12.14974,37823.41797,0.92226
240.45316,17.27287,-12.14991,37823.02344,0.9391
239.9305,17.2728,-12.1501,37822.63672,0.95607
239.40762,17.27274,-12.15029,37822.25,0.97347
238.89023,17.27267,-12.15046,37821.86328,0.99125
238.37653,17.27262,-12.15062,37821.47656,1.00948
237.86922,17.27257,-12.15075,37821.09375,1.0278
237.36473,17.27254,-12.15086,37820.70312,1.04645
236.86893,17.2725,-12.15096,37820.31641,1.06452
236.37476,17.27247,-12.15104,37819.93359,1.08289
235.88193,17.27245,-12.15112,37819.54688,1.10108
235.39256,17.27242,-12.1512,37819.16406,1.11924
234.90866,17.27239,-12.15127,37818.77344,1.13738
234.4305,17.27237,-12.15135,37818.38672,1.15495
233.95049,17.27234,-12.15142,37818,1.1731
233.47488,17.27232,-12.15149,37817.61328,1.19113
233.00368,17.27229,-12.15156,37817.22656,1.20893
232.53247,17.27227,-12.15163,37816.83594,1.22695
232.07005,17.27225,-12.1517,37816.45312,1.24473
231.60898,17.27222,-12.15176,37816.06641,1.26278
231.15097,17.2722,-12.15183,37815.68359,1.28045
230.69777,17.27218,-12.15189,37815.29688,1.29821
230.24908,17.27216,-12.15195,37814.91016,1.31582
229.80336,17.27214,-12.15201,37814.51953,1.33341
229.35699,17.27212,-12.15207,37814.13281,1.35103
228.91479,17.2721,-12.15213,37813.74609,1.36905
228.47887,17.27208,-12.15219,37813.36328,1.38647
228.04431,17.27206,-12.15224,37812.97656,1.40408
227.61099,17.27204,-12.1523,37812.78125,1.42153
227.18713,17.27202,-12.15235,37812.39844,1.43891
226.75984,17.272,-12.15241,37812.00781,1.4565
226.33446,17.27198,-12.15246,37811.625,1.47402
225.91373,17.27197,-12.15252,37811.23438,1.49158
225.49738,17.27195,-12.15257,37810.84766,1.50908
225.08327,17.27193,-12.15262,37810.46094,1.52661
224.67319,17.27191,-12.15267,37810.07422,1.54366
224.265,17.27189,-12.15272,37809.69141,1.56117
223.85974,17.27187,-12.15277,37809.30078,1.57838
223.45523,17.27186,-12.15282,37808.91406,1.59562
223.04993,17.27184,-12.15287,37808.53125,1.613
222.64973,17.27182,-12.15292,37808.14453,1.63046
222.25339,17.27181,-12.15297,37807.75781,1.64768
221.85995,17.27179,-12.15302,37807.36719,1.66502
221.46866,17.27178,-12.15306,37806.98438,1.68236
221.07877,17.27176,-12.1531,37806.60156,1.69949
220.69104,17.27174,-12.15315,37806.21875,1.71676
220.30728,17.27173,-12.1532,37805.83594,1.73372
219.92685,17.27171,-12.15324,37805.44922,1.75102
219.54802,17.2717,-12.15329,37805.06641,1.76806
219.17494,17.27168,-12.15334,37804.68359,1.78489
218.80203,17.27166,-12.15339,37804.29297,1.80181
218.42963,17.27165,-12.15343,37803.91016,1.8187
218.06155,17.27163,-12.15348,37803.52344,1.83579
217.69737,17.27161,-12.15352,37803.13672,1.85238
217.33395,17.2716,-12.15357,37802.75391,1.86949
216.97534,17.27158,-12.15362,37802.37109,1.88623
216.61816,17.27157,-12.15366,37801.98047,1.90294
216.2626,17.27155,-12.1537,37801.59375,1.91965
215.90714,17.27154,-12.15375,37801.21094,1.93624
215.55214,17.27152,-12.15379,37800.82422,1.9533
215.20312,17.27151,-12.15384,37800.44141,1.9699
214.85544,17.27149,-12.15388,37800.05469,1.98675
214.51042,17.27148,-12.15392,37799.67188,2.00332
214.16649,17.27146,-12.15396,37799.28516,2.02003
213.82585,17.27145,-12.154,37798.89844,2.03652
213.48714,17.27143,-12.15405,37798.51562,2.05303
213.15083,17.27142,-12.15409,37798.12891,2.06947
212.81915,17.2714,-12.15413,37797.74609,2.08595
212.48709,17.27139,-12.15418,37797.35938,2.10222
212.15483,17.27138,-12.15422,37796.96875,2.1189
211.82907,17.27136,-12.15426,37796.58594,2.13504
211.50273,17.27135,-12.1543,37796.20312,2.15134
211.17854,17.27133,-12.15434,37795.81641,2.16773
210.85541,17.27132,-12.15438,37795.43359,2.18417
210.53603,17.27131,-12.15441,37795.05078,2.20074
210.21648,17.2713,-12.15445,37794.66406,2.21684
209.90179,17.27128,-12.15448,37794.27344,2.23306
209.58615,17.27127,-12.15452,37793.89062,2.24928
209.27403,17.27126,-12.15456,37793.50391,2.26546
208.96402,17.27124,-12.1546,37793.12109,2.28162
208.65324,17.27123,-12.15464,37792.73438,2.29782
208.34647,17.27122,-12.15467,37792.34375,2.31394
208.03973,17.27121,-12.15471,37791.96094,2.33004
207.73384,17.27119,-12.15474,37791.57422,2.34608
207.43193,17.27118,-12.15478,37791.19141,2.36246
207.13368,17.27117,-12.15481,37790.80469,2.37827
206.83557,17.27116,-12.15485,37790.42188,2.3941
206.53456,17.27114,-12.15489,37790.03516,2.41024
206.23801,17.27113,-12.15493,37789.64453,2.42616
205.94308,17.27112,-12.15496,37789.26172,2.44234
205.64967,17.27111,-12.15499,37788.87891,2.45853
205.36104,17.2711,-12.15502,37788.49219,2.47423
205.07387,17.27109,-12.15506,37788.10547,2.49003
204.78966,17.27107,-12.15509,37787.72266,2.50567
204.50562,17.27106,-12.15512,37787.33203,2.52132
204.22197,17.27105,-12.15516,37786.94922,2.53669
203.93938,17.27104,-12.15519,37786.5625,2.55299
203.65645,17.27102,-12.15523,37786.17969,2.56861
203.37711,17.27102,-12.15526,37785.79297,2.58453
203.09949,17.271,-12.15529,37785.40625,2.60026
202.8248,17.27099,-12.15532,37785.01953,2.61564
202.54819,17.27098,-12.15536,37784.63281,2.63161
202.2748,17.27097,-12.15539,37784.25,2.64724
202.00351,17.27096,-12.15541,37783.86719,2.66283
201.73549,17.27095,-12.15544,37783.48438,2.67835
201.46733,17.27094,-12.15547,37783.09766,2.6938
201.20094,17.27093,-12.15551,37782.71094,2.70914
200.93452,17.27092,-12.15554,37782.32422,2.72485
200.66959,17.27091,-12.15557,37781.9375,2.74014
200.40598,17.2709,-12.1556,37781.55078,2.75574
200.14505,17.27089,-12.15563,37781.16797,2.77109
199.88542,17.27088,-12.15566,37780.78125,2.7865
199.62646,17.27086,-12.15569,37780.39844,2.80169
199.36774,17.27085,-12.15572,37780.01172,2.81731
199.11176,17.27084,-12.15576,37779.81641,2.83272
198.85841,17.27083,-12.15578,37779.43359,2.84792
198.60747,17.27082,-12.15582,37779.05078,2.86303
198.35446,17.27081,-12.15585,37778.66016,2.87796
198.10486,17.2708,-12.15588,37778.27344,2.89321
197.85606,17.27079,-12.15591,37777.89062,2.90848
197.60872,17.27078,-12.15594,37777.50391,2.92378
197.36046,17.27077,-12.15597,37777.12109,2.93893
197.11934,17.27076,-12.156,37776.73828,2.95383
196.87636,17.27075,-12.15602,37776.34766,2.96893
196.63237,17.27074,-12.15605,37775.96484,2.98398
196.39314,17.27073,-12.15608,37775.57812,2.99884
196.1534,17.27072,-12.15611,37775.19141,3.01367
195.91397,17.27071,-12.15614,37774.80859,3.02856
195.67661,17.2707,-12.15617,37774.42188,3.04376
195.43932,17.27069,-12.1562,37774.03516,3.05903
195.20305,17.27068,-12.15622,37773.65234,3.07381
194.97171,17.27067,-12.15624,37773.26562,3.08866
194.74042,17.27066,-12.15627,37772.87891,3.10318
194.50694,17.27065,-12.1563,37772.49219,3.11835
194.2749,17.27065,-12.15633,37772.10938,3.13287
194.04453,17.27064,-12.15635,37771.71875,3.14814
193.81514,17.27063,-12.15637,37771.33594,3.16291
193.59143,17.27062,-12.15639,37770.94922,3.17763
193.36273,17.27061,-12.15642,37770.5625,3.19232
193.14001,17.2706,-12.15645,37770.17969,3.2069
192.91489,17.2706,-12.15647,37769.79297,3.22166
192.69147,17.27059,-12.1565,37769.40234,3.2363
192.46774,17.27058,-12.15653,37769.01562,3.25093
192.24817,17.27057,-12.15655,37768.63672,3.26592
192.02779,17.27056,-12.15657,37768.25,3.28038
191.81084,17.27055,-12.15659,37767.86719,3.29497
191.59096,17.27055,-12.15661,37767.48438,3.30958
191.37607,17.27054,-12.15664,37767.09766,3.32396
191.15848,17.27053,-12.15666,37766.71094,3.33876
190.94417,17.27052,-12.15668,37766.32812,3.35321
190.73076,17.27051,-12.15671,37765.94141,3.36771
190.51665,17.27051,-12.15673,37765.55859,3.38224
190.30391,17.2705,-12.15676,37765.17188,3.39658
190.09377,17.27049,-12.15678,37764.78906,3.4113
189.88423,17.27048,-12.1568,37764.39844,3.42561
189.67519,17.27047,-12.15683,37764.01562,3.44
189.46956,17.27046,-12.15685,37763.62891,3.45416
189.26282,17.27046,-12.15687,37763.24609,3.46865
189.05722,17.27045,-12.1569,37762.85938,3.48279
188.85269,17.27044,-12.15692,37762.47656,3.49707
188.64732,17.27043,-12.15694,37762.09375,3.51151
188.44554,17.27043,-12.15696,37761.70312,3.5257
188.2411,17.27042,-12.15698,37761.32031,3.54013
188.04155,17.27041,-12.15701,37760.9375,3.55416
187.84074,17.2704,-12.15703,37760.55078,3.56833
187.64131,17.2704,-12.15705,37760.16797,3.58217
187.44592,17.27039,-12.15707,37759.78125,3.59645
187.24948,17.27038,-12.15709,37759.39062,3.61061
187.0551,17.27037,-12.15711,37759.00781,3.62441
186.85602,17.27036,-12.15714,37758.62109,3.63885
186.66098,17.27036,-12.15716,37758.23438,3.65278
186.46826,17.27035,-12.15718,37757.85156,3.66693
186.27341,17.27034,-12.1572,37757.46875,3.6811
186.08246,17.27034,-12.15722,37757.08203,3.6948
185.89198,17.27033,-12.15724,37756.69141,3.70878
185.70097,17.27032,-12.15726,37756.30859,3.72276
185.51147,17.27032,-12.15728,37755.92188,3.73691
185.32039,17.27031,-12.1573,37755.53906,3.75058
185.13103,17.2703,-12.15732,37755.15234,3.76481
184.94292,17.2703,-12.15734,37754.76953,3.77861
184.75491,17.27029,-12.15736,37754.37891,3.79268
184.5688,17.27028,-12.15737,37753.99219,3.80701
184.38156,17.27028,-12.15739,37753.60547,3.82057
184.19693,17.27027,-12.15741,37753.22266,3.83445
184.01106,17.27027,-12.15743,37752.83984,3.84838
