#a,b,type
:2016-07-05 004245000-0500:1.0,2.98488478129,2
:2016-07-05 004246000-0500:1.0,3.10517910286,2
:2016-07-05 004247000-0500:1.0,2.99510172959,2
:2016-07-05 004248000-0500:1.0,3.13589225496,2
:2016-07-05 004249000-0500:1.0,3.07403283212,2
:2016-07-05 004250000-0500:1.0,2.91740940037,2
:2016-07-05 004251000-0500:1.0,2.91973271274,2
:2016-07-05 004252000-0500:1.0,3.04587593076,2
:2016-07-05 004253000-0500:1.0,2.93747767663,2
:2016-07-05 004254000-0500:1.0,3.03107341035,2
:2016-07-05 004255000-0500:1.0,2.85337051969,2
:2016-07-05 004256000-0500:1.0,3.02781780355,2
:2016-07-05 004257000-0500:1.0,2.85500022234,2
:2016-07-05 004258000-0500:1.0,2.85503019672,2
:2016-07-05 004259000-0500:1.0,2.92832140049,2
:2016-07-05 004300000-0500:1.0,3.12696484672,2
:2016-07-05 004301000-0500:1.0,2.99878242422,2
:2016-07-05 004302000-0500:1.0,2.89796114857,2
:2016-07-05 004303000-0500:1.0,2.86762622723,2
:2016-07-05 004304000-0500:1.0,3.07231886811,2
:2016-07-05 004305000-0500:1.0,2.99435925129,2
:2016-07-05 004306000-0500:1.0,3.2267622662,2
:2016-07-05 004307000-0500:1.0,2.9902293548,2
:2016-07-05 004308000-0500:1.0,2.98331350851,2
:2016-07-05 004309000-0500:1.0,2.91546299885,2
:2016-07-05 004310000-0500:1.0,2.91820002085,2
:2016-07-05 004311000-0500:1.0,2.75133605004,2
:2016-07-05 004312000-0500:1.0,2.95853641117,2
:2016-07-05 004313000-0500:1.0,3.04733884309,2
:2016-07-05 004314000-0500:1.0,3.11943215022,2
:2016-07-05 004315000-0500:1.0,2.92924578477,2
:2016-07-05 004316000-0500:1.0,2.87933951228,2
:2016-07-05 004317000-0500:1.0,2.91200519412,2
:2016-07-05 004318000-0500:1.0,2.98381505598,2
:2016-07-05 004319000-0500:1.0,3.11183412243,2
:2016-07-05 004320000-0500:1.0,3.04926392618,2
:2016-07-05 004321000-0500:1.0,2.92674883134,2
:2016-07-05 004322000-0500:1.0,3.09948206158,2
:2016-07-05 004323000-0500:1.0,3.01725135116,2
:2016-07-05 004324000-0500:1.0,3.06868321264,2
:2016-07-05 004325000-0500:1.0,2.9930993971,2
:2016-07-05 004326000-0500:1.0,3.20279966366,2
:2016-07-05 004327000-0500:1.0,3.00220554636,2
:2016-07-05 004328000-0500:1.0,3.0603804363,2
:2016-07-05 004329000-0500:1.0,3.13128683586,2
:2016-07-05 004330000-0500:1.0,3.35234467937,2
:2016-07-05 004331000-0500:1.0,2.93152238763,2
:2016-07-05 004332000-0500:1.0,3.1346524329,2
:2016-07-05 004333000-0500:1.0,2.9842426621,2
:2016-07-05 004334000-0500:1.0,3.09299374831,2
:2016-07-05 004335000-0500:1.0,2.94067797232,2
:2016-07-05 004336000-0500:1.0,3.00374264774,2
:2016-07-05 004337000-0500:1.0,2.94473738127,2
:2016-07-05 004338000-0500:1.0,3.01390553005,2
:2016-07-05 004339000-0500:1.0,2.98936854577,2
:2016-07-05 004340000-0500:1.0,3.02165106734,2
:2016-07-05 004341000-0500:1.0,3.07394006305,2
:2016-07-05 004342000-0500:1.0,2.93248495947,2
:2016-07-05 004343000-0500:1.0,2.88220541362,2
:2016-07-05 004344000-0500:1.0,3.02541099821,2
:2016-07-05 004345000-0500:1.0,2.85368771781,2
:2016-07-05 004346000-0500:1.0,3.00907675072,2
:2016-07-05 004347000-0500:1.0,3.0444279044,2
:2016-07-05 004348000-0500:1.0,3.00359907951,2
:2016-07-05 004349000-0500:1.0,3.02169096805,2
:2016-07-05 004350000-0500:1.0,3.04701240545,2
:2016-07-05 004351000-0500:1.0,2.98721661581,2
:2016-07-05 004352000-0500:1.0,2.75529355545,2
:2016-07-05 004353000-0500:1.0,2.84286320176,2
:2016-07-05 004354000-0500:1.0,2.97075159364,2
:2016-07-05 004355000-0500:1.0,2.98890627786,2
:2016-07-05 004356000-0500:1.0,2.9497181982,2
:2016-07-05 004357000-0500:1.0,2.91203260946,2
:2016-07-05 004358000-0500:1.0,3.20237137694,2
:2016-07-05 004359000-0500:1.0,2.92040615774,2
:2016-07-05 004400000-0500:1.0,2.85524433537,2
:2016-07-05 004401000-0500:1.0,3.00794717475,2
:2016-07-05 004402000-0500:1.0,2.90545306639,2
:2016-07-05 004403000-0500:1.0,3.10985682057,2
:2016-07-05 004404000-0500:1.0,3.16004254683,2
:2016-07-05 004405000-0500:1.0,2.90979536542,2
:2016-07-05 004406000-0500:1.0,3.17738309797,2
:2016-07-05 004407000-0500:1.0,2.89652106839,2
:2016-07-05 004408000-0500:1.0,2.95822881255,2
:2016-07-05 004409000-0500:1.0,3.07725354089,2
:2016-07-05 004410000-0500:1.0,2.95909170877,2
:2016-07-05 004411000-0500:1.0,3.01331747048,2
:2016-07-05 004412000-0500:1.0,3.1037162636,2
:2016-07-05 004413000-0500:1.0,3.11445859228,2
:2016-07-05 004414000-0500:1.0,3.00071725511,2
:2016-07-05 004415000-0500:1.0,2.91836812957,2
:2016-07-05 004416000-0500:1.0,3.05148815341,2
:2016-07-05 004417000-0500:1.0,3.13367372913,2
:2016-07-05 004418000-0500:1.0,3.10539782205,2
:2016-07-05 004419000-0500:1.0,2.99192543683,2
:2016-07-05 004420000-0500:1.0,3.09630666477,2
:2016-07-05 004421000-0500:1.0,2.94703928908,2
:2016-07-05 004422000-0500:1.0,2.98346519928,2
:2016-07-05 004423000-0500:1.0,2.94132098086,2
:2016-07-05 004424000-0500:1.0,2.92484365093,2
:2016-07-05 004425000-0500:1.0,3.00489506626,2
:2016-07-05 004426000-0500:1.0,3.00260859259,2
:2016-07-05 004427000-0500:1.0,2.97809743376,2
:2016-07-05 004428000-0500:1.0,3.13176383577,2
:2016-07-05 004429000-0500:1.0,2.9693469276,2
:2016-07-05 004430000-0500:1.0,3.06253493646,2
:2016-07-05 004431000-0500:1.0,2.8894866,2
:2016-07-05 004432000-0500:1.0,2.86874953365,2
:2016-07-05 004433000-0500:1.0,2.95934836689,2
:2016-07-05 004434000-0500:1.0,2.98893410037,2
:2016-07-05 004435000-0500:1.0,2.94429672951,2
:2016-07-05 004436000-0500:1.0,3.02414810561,2
:2016-07-05 004437000-0500:1.0,2.93771433792,2
:2016-07-05 004438000-0500:1.0,3.06763787046,2
:2016-07-05 004439000-0500:1.0,3.03533737811,2
:2016-07-05 004440000-0500:1.0,2.84713841622,2
:2016-07-05 004441000-0500:1.0,3.05513324677,2
:2016-07-05 004442000-0500:1.0,3.18033871808,2
:2016-07-05 004443000-0500:1.0,2.98272200598,2
:2016-07-05 004444000-0500:1.0,3.16835831585,2
:2016-07-05 004445000-0500:1.0,3.00967470095,2
:2016-07-05 004446000-0500:1.0,2.94604097925,2
:2016-07-05 004447000-0500:1.0,3.12354726698,2
:2016-07-05 004448000-0500:1.0,2.98104086778,2
:2016-07-05 004449000-0500:1.0,3.05740878965,2
:2016-07-05 004450000-0500:1.0,2.86405704083,2
:2016-07-05 004451000-0500:1.0,3.12500440714,2
:2016-07-05 004452000-0500:1.0,2.96571711654,2
:2016-07-05 004453000-0500:1.0,3.10021004972,2
:2016-07-05 004454000-0500:1.0,3.15009786487,2
:2016-07-05 004455000-0500:1.0,2.99214293123,2
:2016-07-05 004456000-0500:1.0,2.90132659947,2
:2016-07-05 004457000-0500:1.0,3.04347536276,2
:2016-07-05 004458000-0500:1.0,3.08561866742,2
:2016-07-05 004459000-0500:1.0,3.03711957786,2
:2016-07-05 004500000-0500:1.0,2.99939371932,2
:2016-07-05 004501000-0500:1.0,3.01662698733,2
:2016-07-05 004502000-0500:1.0,3.07049832039,2
:2016-07-05 004503000-0500:1.0,3.00312697596,2
:2016-07-05 004504000-0500:1.0,3.08527412268,2
:2016-07-05 004505000-0500:1.0,2.76737200126,2
:2016-07-05 004506000-0500:1.0,3.05145073727,2
:2016-07-05 004507000-0500:1.0,2.98413039762,2
:2016-07-05 004508000-0500:1.0,3.01128748032,2
:2016-07-05 004509000-0500:1.0,3.22396273602,2
:2016-07-05 004510000-0500:1.0,2.62192679239,2
:2016-07-05 004511000-0500:1.0,2.96213610171,2
:2016-07-05 004512000-0500:1.0,3.0215015412,2
:2016-07-05 004513000-0500:1.0,2.99454237641,2
:2016-07-05 004514000-0500:1.0,3.05607394489,2
:2016-07-05 004515000-0500:1.0,2.84155298549,2
:2016-07-05 004516000-0500:1.0,3.10123309225,2
:2016-07-05 004517000-0500:1.0,3.05854753757,2
:2016-07-05 004518000-0500:1.0,3.06014542243,2
:2016-07-05 004519000-0500:1.0,2.85535265894,2
:2016-07-05 004520000-0500:1.0,3.16801122481,2
:2016-07-05 004521000-0500:1.0,2.93258523034,2
:2016-07-05 004522000-0500:1.0,2.90373885957,2
:2016-07-05 004523000-0500:1.0,2.90746092845,2
:2016-07-05 004524000-0500:1.0,2.98673161766,2
:2016-07-05 004525000-0500:1.0,3.03642222283,2
:2016-07-05 004526000-0500:1.0,3.02782020483,2
:2016-07-05 004527000-0500:1.0,3.25542117994,2
:2016-07-05 004528000-0500:1.0,3.08666647988,2
:2016-07-05 004529000-0500:1.0,3.014061524,2
:2016-07-05 004530000-0500:1.0,3.07966569969,2
:2016-07-05 004531000-0500:1.0,2.93130601972,2
:2016-07-05 004532000-0500:1.0,3.11473626322,2
:2016-07-05 004533000-0500:1.0,3.18501133932,2
:2016-07-05 004534000-0500:1.0,3.02642883768,2
:2016-07-05 004535000-0500:1.0,2.9237950129,2
:2016-07-05 004536000-0500:1.0,3.00643042069,2
:2016-07-05 004537000-0500:1.0,2.92028587238,2
:2016-07-05 004538000-0500:1.0,3.00395528719,2
:2016-07-05 004539000-0500:1.0,3.15015903977,2
:2016-07-05 004540000-0500:1.0,3.00182869399,2
:2016-07-05 004541000-0500:1.0,2.93412610411,2
:2016-07-05 004542000-0500:1.0,2.93477329954,2
:2016-07-05 004543000-0500:1.0,2.9388536157,2
:2016-07-05 004544000-0500:1.0,2.96063697374,2
:2016-07-05 004545000-0500:1.0,2.96957522917,2
:2016-07-05 004546000-0500:1.0,2.95976219092,2
:2016-07-05 004547000-0500:1.0,3.04734816913,2
:2016-07-05 004548000-0500:1.0,3.00603120277,2
:2016-07-05 004549000-0500:1.0,2.9315105337,2
:2016-07-05 004550000-0500:1.0,3.03095105045,2
:2016-07-05 004551000-0500:1.0,2.89913997273,2
:2016-07-05 004552000-0500:1.0,3.05924943991,2
:2016-07-05 004553000-0500:1.0,3.12886473021,2
:2016-07-05 004554000-0500:1.0,3.11803620998,2
:2016-07-05 004555000-0500:1.0,3.00175920457,2
:2016-07-05 004556000-0500:1.0,3.11905169056,2
:2016-07-05 004557000-0500:1.0,3.12093886012,2
:2016-07-05 004558000-0500:1.0,2.95421854179,2
:2016-07-05 004559000-0500:1.0,3.0361723939,2
:2016-07-05 004600000-0500:1.0,3.06092734831,2
:2016-07-05 004601000-0500:1.0,2.98017985924,2
:2016-07-05 004602000-0500:1.0,2.96361759007,2
:2016-07-05 004603000-0500:1.0,3.21383201175,2
:2016-07-05 004604000-0500:1.0,3.00236328303,2
:2016-07-05 004605000-0500:1.0,3.01623065263,2
:2016-07-05 004606000-0500:1.0,3.14966792887,2
:2016-07-05 004607000-0500:1.0,3.08204199157,2
:2016-07-05 004608000-0500:1.0,3.03126631936,2
:2016-07-05 004609000-0500:1.0,3.04961435566,2
:2016-07-05 004610000-0500:1.0,3.07207093789,2
:2016-07-05 004611000-0500:1.0,2.99169754749,2
:2016-07-05 004612000-0500:1.0,2.97350984222,2
:2016-07-05 004613000-0500:1.0,2.92891604989,2
:2016-07-05 004614000-0500:1.0,2.99566153292,2
:2016-07-05 004615000-0500:1.0,3.03774462852,2
:2016-07-05 004616000-0500:1.0,3.01961036179,2
:2016-07-05 004617000-0500:1.0,3.08098591842,2
:2016-07-05 004618000-0500:1.0,2.99200858941,2
:2016-07-05 004619000-0500:1.0,2.97427049974,2
:2016-07-05 004620000-0500:1.0,3.08776515659,2
:2016-07-05 004621000-0500:1.0,2.98218128926,2
:2016-07-05 004622000-0500:1.0,3.21397983149,2
:2016-07-05 004623000-0500:1.0,3.11781118012,2
:2016-07-05 004624000-0500:1.0,2.99641259188,2
:2016-07-05 004625000-0500:1.0,3.1025766307,2
:2016-07-05 004626000-0500:1.0,3.0470282492,2
:2016-07-05 004627000-0500:1.0,2.98027773097,2
:2016-07-05 004628000-0500:1.0,2.95379465601,2
:2016-07-05 004629000-0500:1.0,2.79480761817,2
:2016-07-05 004630000-0500:1.0,3.17709759692,2
:2016-07-05 004631000-0500:1.0,2.89087817698,2
:2016-07-05 004632000-0500:1.0,2.99518466639,2
:2016-07-05 004633000-0500:1.0,3.00784902083,2
:2016-07-05 004634000-0500:1.0,2.93912698594,2
:2016-07-05 004635000-0500:1.0,2.90542922463,2
:2016-07-05 004636000-0500:1.0,2.97645990416,2
:2016-07-05 004637000-0500:1.0,2.94450983186,2
:2016-07-05 004638000-0500:1.0,3.07238096044,2
:2016-07-05 004639000-0500:1.0,2.96535671475,2
:2016-07-05 004640000-0500:1.0,3.02355946651,2
:2016-07-05 004641000-0500:1.0,2.96344303024,2
:2016-07-05 004642000-0500:1.0,3.04748005106,2
:2016-07-05 004643000-0500:1.0,3.01965853064,2
:2016-07-05 004644000-0500:1.0,2.87477019416,2
:2016-07-05 004645000-0500:1.0,3.1549016638,2
:2016-07-05 004646000-0500:1.0,3.09835358876,2
:2016-07-05 004647000-0500:1.0,2.95047260629,2
:2016-07-05 004648000-0500:1.0,3.06239263088,2
:2016-07-05 004649000-0500:1.0,3.00435767734,2
:2016-07-05 004650000-0500:1.0,2.94912810674,2
:2016-07-05 004651000-0500:1.0,3.09308584897,2
:2016-07-05 004652000-0500:1.0,2.99268461627,2
:2016-07-05 004653000-0500:1.0,2.90029524951,2
:2016-07-05 004654000-0500:1.0,2.88628426974,2
:2016-07-05 004655000-0500:1.0,2.98764980708,2
:2016-07-05 004656000-0500:1.0,2.97009490518,2
:2016-07-05 004657000-0500:1.0,2.9802921152,2
:2016-07-05 004658000-0500:1.0,2.89971905652,2
:2016-07-05 004659000-0500:1.0,3.06312672284,2
:2016-07-05 004700000-0500:1.0,2.88010387041,2
:2016-07-05 004701000-0500:1.0,3.01534362666,2
:2016-07-05 004702000-0500:1.0,2.92475208795,2
:2016-07-05 004703000-0500:1.0,3.05773931617,2
:2016-07-05 004704000-0500:1.0,3.19577921899,2
:2016-07-05 004705000-0500:1.0,3.10199719537,2
:2016-07-05 004706000-0500:1.0,2.91736220215,2
:2016-07-05 004707000-0500:1.0,2.97434862125,2
:2016-07-05 004708000-0500:1.0,2.97430935075,2
:2016-07-05 004709000-0500:1.0,3.00256775764,2
:2016-07-05 004710000-0500:1.0,2.91743828632,2
:2016-07-05 004711000-0500:1.0,2.92235712211,2
:2016-07-05 004712000-0500:1.0,2.9641926719,2
:2016-07-05 004713000-0500:1.0,2.87414056542,2
:2016-07-05 004714000-0500:1.0,3.21760980409,2
:2016-07-05 004715000-0500:1.0,2.94236608667,2
:2016-07-05 004716000-0500:1.0,2.99631287603,2
:2016-07-05 004717000-0500:1.0,3.14167344051,2
:2016-07-05 004718000-0500:1.0,2.89895578974,2
:2016-07-05 004719000-0500:1.0,3.07889701249,2
:2016-07-05 004720000-0500:1.0,2.9446343988,2
:2016-07-05 004721000-0500:1.0,2.93424388222,2
:2016-07-05 004722000-0500:1.0,3.06861208028,2
:2016-07-05 004723000-0500:1.0,2.83662817388,2
:2016-07-05 004724000-0500:1.0,3.13836813484,2
:2016-07-05 004725000-0500:1.0,2.99134203918,2
:2016-07-05 004726000-0500:1.0,3.06245829323,2
:2016-07-05 004727000-0500:1.0,3.11795774454,2
:2016-07-05 004728000-0500:1.0,3.05625763784,2
:2016-07-05 004729000-0500:1.0,3.11852718958,2
:2016-07-05 004730000-0500:1.0,2.95196607063,2
:2016-07-05 004731000-0500:1.0,3.01997220811,2
:2016-07-05 004732000-0500:1.0,2.93470962141,2
:2016-07-05 004733000-0500:1.0,3.11268520385,2
:2016-07-05 004734000-0500:1.0,2.95060859147,2
:2016-07-05 004735000-0500:1.0,3.06540027517,2
:2016-07-05 004736000-0500:1.0,2.99847336213,2
:2016-07-05 004737000-0500:1.0,2.95512773028,2
:2016-07-05 004738000-0500:1.0,3.04500066383,2
:2016-07-05 004739000-0500:1.0,2.83462494087,2
:2016-07-05 004740000-0500:1.0,3.06211253918,2
:2016-07-05 004741000-0500:1.0,3.00194665953,2
:2016-07-05 004742000-0500:1.0,2.72374920046,2
:2016-07-05 004743000-0500:1.0,2.91709540091,2
:2016-07-05 004744000-0500:1.0,2.95399125536,2
:2016-07-05 004745000-0500:1.0,3.09443075101,2
:2016-07-05 004746000-0500:1.0,3.07297887804,2
:2016-07-05 004747000-0500:1.0,3.10001191318,2
:2016-07-05 004748000-0500:1.0,3.12515351843,2
:2016-07-05 004749000-0500:1.0,2.85670703974,2
:2016-07-05 004750000-0500:1.0,3.05603258592,2
:2016-07-05 004751000-0500:1.0,3.14398416064,2
:2016-07-05 004752000-0500:1.0,2.99640565677,2
:2016-07-05 004753000-0500:1.0,2.83338512661,2
:2016-07-05 004754000-0500:1.0,3.01939398044,2
:2016-07-05 004755000-0500:1.0,2.97353336475,2
:2016-07-05 004756000-0500:1.0,3.00463079181,2
:2016-07-05 004757000-0500:1.0,3.05152895405,2
:2016-07-05 004758000-0500:1.0,2.72028643745,2
:2016-07-05 004759000-0500:1.0,3.10861501521,2
:2016-07-05 004800000-0500:1.0,2.9224312071,2
:2016-07-05 004801000-0500:1.0,2.91281362324,2
:2016-07-05 004802000-0500:1.0,3.0736527693,2
:2016-07-05 004803000-0500:1.0,3.03588358631,2
:2016-07-05 004804000-0500:1.0,2.87773092724,2
:2016-07-05 004805000-0500:1.0,3.00106230536,2
:2016-07-05 004806000-0500:1.0,3.0573122766,2
:2016-07-05 004807000-0500:1.0,2.88579091657,2
:2016-07-05 004808000-0500:1.0,2.93674619395,2
:2016-07-05 004809000-0500:1.0,3.1762005616,2
:2016-07-05 004810000-0500:1.0,2.94921029607,2
:2016-07-05 004811000-0500:1.0,2.83754043775,2
:2016-07-05 004812000-0500:1.0,2.94184415772,2
:2016-07-05 004813000-0500:1.0,3.16826010114,2
:2016-07-05 004814000-0500:1.0,2.84003695137,2
:2016-07-05 004815000-0500:1.0,3.04276753637,2
:2016-07-05 004816000-0500:1.0,2.93153508578,2
:2016-07-05 004817000-0500:1.0,2.99440387686,2
:2016-07-05 004818000-0500:1.0,2.96324353991,2
:2016-07-05 004819000-0500:1.0,3.08893703315,2
:2016-07-05 004820000-0500:1.0,3.09039982996,2
:2016-07-05 004821000-0500:1.0,3.11901617254,2
:2016-07-05 004822000-0500:1.0,2.76254834674,2
:2016-07-05 004823000-0500:1.0,2.96334667108,2
:2016-07-05 004824000-0500:1.0,3.01014478164,2
:2016-07-05 004825000-0500:1.0,2.94884397311,2
:2016-07-05 004826000-0500:1.0,2.97699949934,2
:2016-07-05 004827000-0500:1.0,3.11388916538,2
:2016-07-05 004828000-0500:1.0,2.98928289844,2
:2016-07-05 004829000-0500:1.0,2.99647257892,2
:2016-07-05 004830000-0500:1.0,3.0442938231,2
:2016-07-05 004831000-0500:1.0,2.9691801691,2
:2016-07-05 004832000-0500:1.0,3.01688803061,2
:2016-07-05 004833000-0500:1.0,3.01360028163,2
:2016-07-05 004834000-0500:1.0,2.99704019187,2
:2016-07-05 004835000-0500:1.0,3.0089008,2
:2016-07-05 004836000-0500:1.0,2.96838158738,2
:2016-07-05 004837000-0500:1.0,2.79138676824,2
:2016-07-05 004838000-0500:1.0,3.10768102059,2
:2016-07-05 004839000-0500:1.0,2.91267531676,2
:2016-07-05 004840000-0500:1.0,3.08894817971,2
:2016-07-05 004841000-0500:1.0,2.89345365117,2
:2016-07-05 004842000-0500:1.0,2.99949762617,2
:2016-07-05 004843000-0500:1.0,2.98686640685,2
:2016-07-05 004844000-0500:1.0,3.0907225941,2
:2016-07-05 004845000-0500:1.0,2.99310402101,2
:2016-07-05 004846000-0500:1.0,3.08672537731,2
:2016-07-05 004847000-0500:1.0,3.08420463011,2
:2016-07-05 004848000-0500:1.0,3.0759123356,2
:2016-07-05 004849000-0500:1.0,2.78459716629,2
:2016-07-05 004850000-0500:1.0,3.03673138874,2
:2016-07-05 004851000-0500:1.0,3.02183944807,2
:2016-07-05 004852000-0500:1.0,3.10645634303,2
:2016-07-05 004853000-0500:1.0,3.02778075919,2
:2016-07-05 004854000-0500:1.0,3.04873819853,2
:2016-07-05 004855000-0500:1.0,2.9609920386,2
:2016-07-05 004856000-0500:1.0,2.95159218609,2
:2016-07-05 004857000-0500:1.0,2.93098794484,2
:2016-07-05 004858000-0500:1.0,2.79611492243,2
:2016-07-05 004859000-0500:1.0,2.69285142519,2
:2016-07-05 004900000-0500:1.0,3.0227551793,2
:2016-07-05 004901000-0500:1.0,2.8248600374,2
:2016-07-05 004902000-0500:1.0,2.98288538756,2
:2016-07-05 004903000-0500:1.0,3.09091179366,2
:2016-07-05 004904000-0500:1.0,2.99457199067,2
:2016-07-05 004905000-0500:1.0,2.67382439301,2
:2016-07-05 004906000-0500:1.0,3.06423685166,2
:2016-07-05 004907000-0500:1.0,3.14402036217,2
:2016-07-05 004908000-0500:1.0,3.05820705819,2
:2016-07-05 004909000-0500:1.0,3.14040582722,2
:2016-07-05 004910000-0500:1.0,2.92118281303,2
:2016-07-05 004911000-0500:1.0,3.09920374124,2
:2016-07-05 004912000-0500:1.0,2.82081722913,2
:2016-07-05 004913000-0500:1.0,2.9851168251,2
:2016-07-05 004914000-0500:1.0,3.01943939997,2
:2016-07-05 004915000-0500:1.0,2.8480890531,2
:2016-07-05 004916000-0500:1.0,3.08548242952,2
:2016-07-05 004917000-0500:1.0,3.05629145975,2
:2016-07-05 004918000-0500:1.0,2.93316594281,2
:2016-07-05 004919000-0500:1.0,3.13528861786,2
:2016-07-05 004920000-0500:1.0,2.94365220304,2
:2016-07-05 004921000-0500:1.0,2.91303921497,2
:2016-07-05 004922000-0500:1.0,3.03194905146,2
:2016-07-05 004923000-0500:1.0,3.10487794719,2
:2016-07-05 004924000-0500:1.0,3.02810503627,2
:2016-07-05 004925000-0500:1.0,3.05839634565,2
:2016-07-05 004926000-0500:1.0,2.97913864088,2
:2016-07-05 004927000-0500:1.0,2.87597276536,2
:2016-07-05 004928000-0500:1.0,2.97250971577,2
:2016-07-05 004929000-0500:1.0,2.98779303955,2
:2016-07-05 004930000-0500:1.0,2.96613183311,2
:2016-07-05 004931000-0500:1.0,2.89544588579,2
:2016-07-05 004932000-0500:1.0,3.02046121546,2
:2016-07-05 004933000-0500:1.0,3.0825336797,2
:2016-07-05 004934000-0500:1.0,2.98220008696,2
:2016-07-05 004935000-0500:1.0,3.12410550494,2
:2016-07-05 004936000-0500:1.0,2.93290663008,2
:2016-07-05 004937000-0500:1.0,2.99036583174,2
:2016-07-05 004938000-0500:1.0,3.02697837068,2
:2016-07-05 004939000-0500:1.0,2.93946295312,2
:2016-07-05 004940000-0500:1.0,3.07933523856,2
:2016-07-05 004941000-0500:1.0,2.84970301407,2
:2016-07-05 004942000-0500:1.0,3.00415979618,2
:2016-07-05 004943000-0500:1.0,3.04190065405,2
:2016-07-05 004944000-0500:1.0,3.01047350947,2
:2016-07-05 004945000-0500:1.0,3.17488686392,2
:2016-07-05 004946000-0500:1.0,3.01699213031,2
:2016-07-05 004947000-0500:1.0,2.97868234982,2
:2016-07-05 004948000-0500:1.0,2.8939055087,2
:2016-07-05 004949000-0500:1.0,3.07996524056,2
:2016-07-05 004950000-0500:1.0,3.05094243752,2
:2016-07-05 004951000-0500:1.0,3.09490593392,2
:2016-07-05 004952000-0500:1.0,3.05709459391,2
:2016-07-05 004953000-0500:1.0,3.00723348465,2
:2016-07-05 004954000-0500:1.0,2.94001379065,2
:2016-07-05 004955000-0500:1.0,2.9365215321,2
:2016-07-05 004956000-0500:1.0,3.11105420858,2
:2016-07-05 004957000-0500:1.0,3.08502498583,2
:2016-07-05 004958000-0500:1.0,2.89566001886,2
:2016-07-05 004959000-0500:1.0,2.97733229264,2
:2016-07-05 005000000-0500:1.0,3.10192483794,2
:2016-07-05 005001000-0500:1.0,2.88345892115,2
:2016-07-05 005002000-0500:1.0,3.11054924879,2
:2016-07-05 005003000-0500:1.0,3.09677503089,2
:2016-07-05 005004000-0500:1.0,2.99655904453,2
:2016-07-05 005005000-0500:1.0,2.99714677903,2
:2016-07-05 005006000-0500:1.0,2.94286865158,2
:2016-07-05 005007000-0500:1.0,2.89704861135,2
:2016-07-05 005008000-0500:1.0,3.04111481513,2
:2016-07-05 005009000-0500:1.0,3.07600781213,2
:2016-07-05 005010000-0500:1.0,2.93712043448,2
:2016-07-05 005011000-0500:1.0,2.93772537972,2
:2016-07-05 005012000-0500:1.0,2.91999280612,2
:2016-07-05 005013000-0500:1.0,2.99694265506,2
:2016-07-05 005014000-0500:1.0,3.04415623683,2
:2016-07-05 005015000-0500:1.0,2.90497207239,2
:2016-07-05 005016000-0500:1.0,3.02443181825,2
:2016-07-05 005017000-0500:1.0,3.07147041595,2
:2016-07-05 005018000-0500:1.0,2.88379465284,2
:2016-07-05 005019000-0500:1.0,2.96196851997,2
:2016-07-05 005020000-0500:1.0,2.91382298999,2
:2016-07-05 005021000-0500:1.0,3.08430217829,2
:2016-07-05 005022000-0500:1.0,3.02200726027,2
:2016-07-05 005023000-0500:1.0,2.93507173641,2
:2016-07-05 005024000-0500:1.0,2.9988943834,2
:2016-07-05 005025000-0500:1.0,2.99374368332,2
:2016-07-05 005026000-0500:1.0,2.99836931302,2
:2016-07-05 005027000-0500:1.0,2.8890259443,2
:2016-07-05 005028000-0500:1.0,3.14300136243,2
:2016-07-05 005029000-0500:1.0,2.91744111128,2
:2016-07-05 005030000-0500:1.0,3.09661362973,2
:2016-07-05 005031000-0500:1.0,2.94527455781,2
:2016-07-05 005032000-0500:1.0,2.96230282371,2
:2016-07-05 005033000-0500:1.0,3.08456526762,2
:2016-07-05 005034000-0500:1.0,2.89190190825,2
:2016-07-05 005035000-0500:1.0,2.81366308257,2
:2016-07-05 005036000-0500:1.0,3.00014307599,2
:2016-07-05 005037000-0500:1.0,2.86816366508,2
:2016-07-05 005038000-0500:1.0,2.85470278498,2
:2016-07-05 005039000-0500:1.0,2.87178874264,2
:2016-07-05 005040000-0500:1.0,3.09328545412,2
:2016-07-05 005041000-0500:1.0,2.91147523813,2
:2016-07-05 005042000-0500:1.0,2.96112849246,2
:2016-07-05 005043000-0500:1.0,2.8808311987,2
:2016-07-05 005044000-0500:1.0,3.00323468915,2
:2016-07-05 005045000-0500:1.0,3.02367423555,2
:2016-07-05 005046000-0500:1.0,3.16761026158,2
:2016-07-05 005047000-0500:1.0,3.04295043805,2
:2016-07-05 005048000-0500:1.0,2.80525340906,2
:2016-07-05 005049000-0500:1.0,3.22496845805,2
:2016-07-05 005050000-0500:1.0,2.95832201487,2
:2016-07-05 005051000-0500:1.0,3.01243136304,2
:2016-07-05 005052000-0500:1.0,3.02798168379,2
:2016-07-05 005053000-0500:1.0,2.96215058195,2
:2016-07-05 005054000-0500:1.0,3.14672343044,2
:2016-07-05 005055000-0500:1.0,2.87407586339,2
:2016-07-05 005056000-0500:1.0,2.90696190541,2
:2016-07-05 005057000-0500:1.0,3.00065436527,2
:2016-07-05 005058000-0500:1.0,3.31577254599,2
:2016-07-05 005059000-0500:1.0,2.98074845086,2
:2016-07-05 005100000-0500:1.0,2.92006956422,2
:2016-07-05 005101000-0500:1.0,2.87802952665,2
:2016-07-05 005102000-0500:1.0,2.90366144104,2
:2016-07-05 005103000-0500:1.0,2.99052740302,2
